session_id,station_id,vehicle_id,start_time,end_time,energy_kwh,cost
649,ST001,V064,2025-04-04 18:05:00,2025-04-04 19:23:00,14.57,218.55
650,ST005,V077,2025-04-08 12:05:00,2025-04-08 13:52:00,22.92,343.8
651,ST004,V106,2025-04-02 04:23:00,2025-04-02 05:00:00,24.25,363.75
652,ST005,V045,2025-04-08 23:43:00,2025-04-09 00:41:00,10.33,154.95
653,ST003,V182,2025-04-09 03:31:00,2025-04-09 04:06:00,21.18,317.7
654,ST002,V030,2025-04-10 18:58:00,2025-04-10 20:37:00,21.1,316.5
655,ST005,V166,2025-04-06 07:07:00,2025-04-06 08:03:00,12.57,188.55
656,ST002,V001,2025-04-10 19:23:00,2025-04-10 20:09:00,22.83,342.45
657,ST003,V030,2025-04-03 20:33:00,2025-04-03 21:03:00,14.78,221.7
658,ST004,V151,2025-04-10 00:22:00,2025-04-10 01:54:00,16.43,246.45
659,ST001,V009,2025-04-05 13:55:00,2025-04-05 15:34:00,18.0,270.0
660,ST003,V149,2025-04-10 09:26:00,2025-04-10 09:56:00,17.67,265.05
661,ST004,V001,2025-04-04 06:21:00,2025-04-04 07:09:00,21.54,323.1
662,ST004,V096,2025-04-03 14:25:00,2025-04-03 15:37:00,17.83,267.45
663,ST001,V143,2025-04-09 11:06:00,2025-04-09 12:05:00,20.93,313.95
664,ST005,V136,2025-04-09 03:31:00,2025-04-09 04:10:00,12.38,185.7
665,ST004,V006,2025-04-08 00:59:00,2025-04-08 02:18:00,19.6,294.0
666,ST004,V014,2025-04-05 00:35:00,2025-04-05 01:50:00,12.63,189.45
667,ST001,V171,2025-04-10 02:34:00,2025-04-10 03:54:00,19.17,287.55
668,ST001,V080,2025-04-01 13:42:00,2025-04-01 15:39:00,17.45,261.75
669,ST005,V143,2025-04-09 05:50:00,2025-04-09 07:22:00,11.51,172.65
670,ST001,V017,2025-04-01 23:51:00,2025-04-02 01:00:00,13.97,209.55
671,ST004,V126,2025-04-07 23:54:00,2025-04-08 01:19:00,12.09,181.35
672,ST001,V146,2025-04-05 23:37:00,2025-04-06 00:17:00,12.45,186.75
673,ST004,V008,2025-04-08 22:58:00,2025-04-08 23:30:00,22.0,330.0
674,ST002,V048,2025-04-10 00:38:00,2025-04-10 01:54:00,15.97,239.55
675,ST004,V064,2025-04-09 03:32:00,2025-04-09 04:56:00,14.22,213.3
676,ST005,V094,2025-04-07 14:53:00,2025-04-07 16:49:00,13.17,197.55
677,ST004,V172,2025-04-02 09:54:00,2025-04-02 10:29:00,15.42,231.3
678,ST004,V130,2025-04-04 01:38:00,2025-04-04 03:02:00,14.55,218.25
679,ST001,V161,2025-04-08 16:56:00,2025-04-08 18:11:00,20.55,308.25
680,ST004,V006,2025-04-03 04:49:00,2025-04-03 05:53:00,15.07,226.05
681,ST002,V027,2025-04-10 00:52:00,2025-04-10 02:09:00,11.65,174.75
682,ST005,V199,2025-04-04 20:23:00,2025-04-04 21:12:00,14.43,216.45
683,ST002,V138,2025-04-01 10:05:00,2025-04-01 10:48:00,11.2,168.0
684,ST004,V178,2025-04-09 12:26:00,2025-04-09 13:51:00,17.35,260.25
685,ST001,V071,2025-04-07 05:41:00,2025-04-07 06:53:00,13.46,201.9
686,ST004,V146,2025-04-10 20:05:00,2025-04-10 22:05:00,24.6,369.0
687,ST005,V177,2025-04-02 13:54:00,2025-04-02 15:32:00,17.73,265.95
688,ST004,V157,2025-04-05 01:09:00,2025-04-05 02:01:00,18.65,279.75
689,ST001,V010,2025-04-07 01:37:00,2025-04-07 02:41:00,20.95,314.25
690,ST002,V144,2025-04-04 05:18:00,2025-04-04 06:14:00,13.94,209.1
691,ST004,V123,2025-04-10 21:18:00,2025-04-10 22:37:00,12.02,180.3
692,ST005,V002,2025-04-04 10:53:00,2025-04-04 11:44:00,10.5,157.5
693,ST004,V139,2025-04-02 17:39:00,2025-04-02 18:35:00,17.5,262.5
694,ST003,V050,2025-04-07 15:27:00,2025-04-07 16:17:00,18.84,282.6
695,ST005,V064,2025-04-07 21:28:00,2025-04-07 23:06:00,12.47,187.05
696,ST001,V030,2025-04-06 14:58:00,2025-04-06 15:57:00,15.91,238.65
697,ST001,V094,2025-04-10 07:00:00,2025-04-10 07:34:00,20.03,300.45
698,ST005,V068,2025-04-08 01:50:00,2025-04-08 03:19:00,13.43,201.45
699,ST004,V087,2025-04-03 11:00:00,2025-04-03 12:43:00,16.87,253.05
700,ST003,V184,2025-04-01 11:24:00,2025-04-01 13:06:00,23.88,358.2
701,ST001,V109,2025-04-06 18:58:00,2025-04-06 19:37:00,15.12,226.8
702,ST004,V014,2025-04-04 09:46:00,2025-04-04 10:55:00,21.27,319.05
703,ST001,V055,2025-04-07 01:52:00,2025-04-07 03:36:00,12.38,185.7
704,ST002,V065,2025-04-09 19:15:00,2025-04-09 20:41:00,14.39,215.85
705,ST004,V044,2025-04-01 07:43:00,2025-04-01 09:41:00,21.21,318.15
706,ST004,V062,2025-04-09 18:28:00,2025-04-09 19:08:00,17.9,268.5
707,ST002,V067,2025-04-03 14:44:00,2025-04-03 16:16:00,13.35,200.25
708,ST004,V145,2025-04-05 06:26:00,2025-04-05 07:53:00,24.09,361.35
709,ST002,V102,2025-04-08 06:02:00,2025-04-08 07:25:00,18.7,280.5
710,ST004,V122,2025-04-09 08:37:00,2025-04-09 10:15:00,15.78,236.7
711,ST005,V061,2025-04-04 11:19:00,2025-04-04 12:31:00,17.2,258.0
712,ST004,V092,2025-04-01 11:25:00,2025-04-01 12:31:00,22.12,331.8
713,ST001,V059,2025-04-04 05:32:00,2025-04-04 06:37:00,14.6,219.0
714,ST005,V159,2025-04-02 00:59:00,2025-04-02 01:58:00,23.24,348.6
715,ST003,V121,2025-04-05 20:49:00,2025-04-05 22:29:00,15.16,227.4
716,ST004,V112,2025-04-04 07:21:00,2025-04-04 08:09:00,24.76,371.4
717,ST004,V024,2025-04-01 15:20:00,2025-04-01 16:04:00,24.22,363.3
718,ST004,V094,2025-04-07 10:19:00,2025-04-07 10:58:00,18.48,277.2
719,ST002,V111,2025-04-06 00:43:00,2025-04-06 01:23:00,23.75,356.25
720,ST004,V133,2025-04-06 04:34:00,2025-04-06 06:17:00,22.32,334.8
721,ST004,V029,2025-04-03 09:17:00,2025-04-03 09:51:00,20.81,312.15
722,ST003,V181,2025-04-02 05:44:00,2025-04-02 07:03:00,10.42,156.3
723,ST005,V139,2025-04-07 02:12:00,2025-04-07 03:16:00,11.36,170.4
724,ST003,V130,2025-04-01 23:50:00,2025-04-02 01:44:00,12.48,187.2
725,ST004,V034,2025-04-06 14:54:00,2025-04-06 16:32:00,20.1,301.5
726,ST003,V027,2025-04-04 10:10:00,2025-04-04 10:47:00,17.64,264.6
727,ST003,V016,2025-04-02 19:32:00,2025-04-02 20:32:00,24.96,374.4
728,ST003,V089,2025-04-08 04:48:00,2025-04-08 05:53:00,21.42,321.3
729,ST002,V001,2025-04-04 06:42:00,2025-04-04 07:29:00,23.25,348.75
730,ST001,V040,2025-04-02 17:51:00,2025-04-02 18:54:00,14.72,220.8
731,ST002,V038,2025-04-09 20:39:00,2025-04-09 22:27:00,21.16,317.4
732,ST004,V023,2025-04-09 11:05:00,2025-04-09 12:39:00,12.84,192.6
733,ST002,V040,2025-04-03 15:34:00,2025-04-03 16:44:00,14.59,218.85
734,ST003,V185,2025-04-02 22:12:00,2025-04-02 23:26:00,15.48,232.2
735,ST004,V031,2025-04-03 09:34:00,2025-04-03 10:36:00,10.33,154.95
736,ST002,V171,2025-04-09 02:52:00,2025-04-09 03:46:00,15.2,228.0
737,ST005,V155,2025-04-09 21:32:00,2025-04-09 22:50:00,16.97,254.55
738,ST002,V187,2025-04-10 08:58:00,2025-04-10 09:58:00,11.46,171.9
739,ST001,V164,2025-04-08 08:31:00,2025-04-08 09:21:00,16.33,244.95
740,ST002,V117,2025-04-05 20:52:00,2025-04-05 21:32:00,20.16,302.4
741,ST003,V170,2025-04-08 12:02:00,2025-04-08 13:32:00,16.72,250.8
742,ST005,V101,2025-04-06 09:46:00,2025-04-06 10:54:00,19.68,295.2
743,ST004,V158,2025-04-05 18:26:00,2025-04-05 19:31:00,19.32,289.8
744,ST001,V095,2025-04-04 20:26:00,2025-04-04 22:10:00,22.13,331.95
745,ST001,V065,2025-04-09 16:31:00,2025-04-09 18:12:00,22.63,339.45
746,ST001,V094,2025-04-01 12:38:00,2025-04-01 13:22:00,13.48,202.2
747,ST005,V038,2025-04-08 08:58:00,2025-04-08 10:47:00,16.32,244.8
748,ST002,V029,2025-04-08 12:20:00,2025-04-08 13:35:00,21.83,327.45
749,ST003,V140,2025-04-02 13:19:00,2025-04-02 14:52:00,19.81,297.15
750,ST004,V121,2025-04-07 08:12:00,2025-04-07 08:51:00,21.45,321.75
751,ST001,V120,2025-04-04 07:57:00,2025-04-04 08:32:00,14.44,216.6
752,ST005,V112,2025-04-07 12:01:00,2025-04-07 13:12:00,19.8,297.0
753,ST005,V052,2025-04-05 06:14:00,2025-04-05 08:03:00,24.13,361.95
754,ST004,V050,2025-04-09 05:58:00,2025-04-09 06:57:00,23.6,354.0
755,ST002,V091,2025-04-03 16:40:00,2025-04-03 18:11:00,15.78,236.7
756,ST001,V014,2025-04-08 07:18:00,2025-04-08 09:03:00,11.28,169.2
757,ST004,V116,2025-04-01 02:09:00,2025-04-01 03:00:00,13.57,203.55
758,ST002,V164,2025-04-09 21:24:00,2025-04-09 22:27:00,24.57,368.55
759,ST005,V184,2025-04-06 22:45:00,2025-04-07 00:04:00,17.48,262.2
760,ST001,V106,2025-04-08 11:53:00,2025-04-08 12:40:00,21.66,324.9
761,ST001,V134,2025-04-07 15:42:00,2025-04-07 17:12:00,13.1,196.5
762,ST005,V190,2025-04-08 07:09:00,2025-04-08 08:15:00,12.09,181.35
763,ST002,V185,2025-04-08 10:59:00,2025-04-08 12:27:00,19.09,286.35
764,ST001,V166,2025-04-04 15:58:00,2025-04-04 17:13:00,17.76,266.4
765,ST004,V073,2025-04-10 18:55:00,2025-04-10 20:02:00,11.47,172.05
766,ST005,V133,2025-04-06 21:07:00,2025-04-06 22:59:00,10.49,157.35
767,ST002,V137,2025-04-02 22:48:00,2025-04-03 00:08:00,13.52,202.8
768,ST001,V116,2025-04-04 19:34:00,2025-04-04 20:09:00,21.79,326.85
769,ST004,V183,2025-04-10 07:30:00,2025-04-10 09:03:00,13.51,202.65
770,ST005,V064,2025-04-02 07:36:00,2025-04-02 08:44:00,24.21,363.15
771,ST004,V008,2025-04-07 08:44:00,2025-04-07 10:09:00,21.8,327.0
772,ST002,V063,2025-04-01 19:50:00,2025-04-01 21:04:00,13.91,208.65
773,ST001,V122,2025-04-01 21:10:00,2025-04-01 22:31:00,11.85,177.75
774,ST003,V060,2025-04-09 12:21:00,2025-04-09 14:10:00,23.92,358.8
775,ST001,V128,2025-04-04 23:32:00,2025-04-05 01:11:00,11.66,174.9
776,ST005,V187,2025-04-03 06:49:00,2025-04-03 07:59:00,24.62,369.3
777,ST002,V170,2025-04-01 05:11:00,2025-04-01 06:16:00,16.92,253.8
778,ST003,V182,2025-04-08 11:47:00,2025-04-08 13:19:00,13.72,205.8
779,ST003,V134,2025-04-08 16:14:00,2025-04-08 16:50:00,16.72,250.8
780,ST003,V007,2025-04-07 18:39:00,2025-04-07 19:56:00,17.69,265.35
781,ST001,V187,2025-04-10 21:54:00,2025-04-10 22:44:00,21.48,322.2
782,ST001,V040,2025-04-07 17:27:00,2025-04-07 18:44:00,14.26,213.9
783,ST004,V112,2025-04-06 09:24:00,2025-04-06 10:35:00,19.07,286.05
784,ST002,V120,2025-04-10 05:05:00,2025-04-10 07:02:00,20.36,305.4
785,ST004,V058,2025-04-09 08:18:00,2025-04-09 10:13:00,22.51,337.65
786,ST003,V151,2025-04-04 08:34:00,2025-04-04 09:06:00,14.11,211.65
787,ST002,V053,2025-04-04 05:33:00,2025-04-04 07:11:00,20.89,313.35
788,ST005,V101,2025-04-02 07:09:00,2025-04-02 09:03:00,23.86,357.9
789,ST001,V059,2025-04-08 20:22:00,2025-04-08 21:55:00,10.0,150.0
790,ST002,V045,2025-04-02 08:59:00,2025-04-02 09:36:00,19.13,286.95
791,ST005,V029,2025-04-04 17:13:00,2025-04-04 18:16:00,15.48,232.2
792,ST005,V175,2025-04-07 00:09:00,2025-04-07 01:31:00,16.13,241.95
793,ST002,V159,2025-04-09 18:16:00,2025-04-09 19:37:00,20.66,309.9
794,ST004,V052,2025-04-04 16:01:00,2025-04-04 17:02:00,20.98,314.7
795,ST004,V097,2025-04-04 09:47:00,2025-04-04 11:15:00,19.97,299.55
796,ST001,V144,2025-04-10 06:23:00,2025-04-10 07:03:00,18.77,281.55
797,ST001,V056,2025-04-09 10:59:00,2025-04-09 12:25:00,23.46,351.9
798,ST004,V126,2025-04-08 20:18:00,2025-04-08 22:07:00,15.15,227.25
799,ST003,V142,2025-04-08 01:21:00,2025-04-08 02:29:00,15.76,236.4
800,ST004,V030,2025-04-02 18:28:00,2025-04-02 20:19:00,14.68,220.2
801,ST002,V123,2025-04-03 09:48:00,2025-04-03 11:19:00,15.03,225.45
802,ST002,V126,2025-04-05 02:18:00,2025-04-05 04:18:00,18.84,282.6
803,ST003,V032,2025-04-10 16:45:00,2025-04-10 18:26:00,14.33,214.95
804,ST001,V197,2025-04-04 05:36:00,2025-04-04 06:39:00,21.4,321.0
805,ST001,V110,2025-04-06 15:28:00,2025-04-06 16:37:00,13.75,206.25
806,ST002,V015,2025-04-03 18:08:00,2025-04-03 19:35:00,13.62,204.3
807,ST004,V025,2025-04-06 16:33:00,2025-04-06 17:49:00,13.21,198.15
808,ST001,V159,2025-04-09 03:16:00,2025-04-09 05:10:00,12.26,183.9
809,ST005,V001,2025-04-10 19:56:00,2025-04-10 21:01:00,10.21,153.15
810,ST005,V061,2025-04-08 22:32:00,2025-04-08 23:29:00,15.16,227.4
811,ST002,V029,2025-04-04 03:48:00,2025-04-04 05:18:00,18.88,283.2
812,ST001,V175,2025-04-02 01:01:00,2025-04-02 01:56:00,21.24,318.6
813,ST005,V107,2025-04-06 16:07:00,2025-04-06 17:18:00,20.66,309.9
814,ST001,V162,2025-04-08 16:38:00,2025-04-08 17:10:00,12.94,194.1
815,ST005,V158,2025-04-08 03:06:00,2025-04-08 03:46:00,13.8,207.0
816,ST005,V189,2025-04-03 09:13:00,2025-04-03 10:30:00,14.74,221.1
817,ST002,V112,2025-04-04 18:32:00,2025-04-04 19:50:00,19.95,299.25
818,ST005,V177,2025-04-09 04:45:00,2025-04-09 06:29:00,21.6,324.0
819,ST005,V110,2025-04-09 20:43:00,2025-04-09 21:36:00,15.73,235.95
820,ST002,V027,2025-04-08 14:22:00,2025-04-08 15:34:00,17.33,259.95
821,ST003,V082,2025-04-05 01:59:00,2025-04-05 02:38:00,21.53,322.95
822,ST001,V111,2025-04-02 15:01:00,2025-04-02 15:34:00,10.18,152.7
823,ST004,V093,2025-04-07 23:59:00,2025-04-08 01:14:00,20.0,300.0
824,ST003,V100,2025-04-06 13:46:00,2025-04-06 14:46:00,14.54,218.1
825,ST003,V046,2025-04-10 13:12:00,2025-04-10 15:03:00,14.81,222.15
826,ST005,V014,2025-04-01 02:08:00,2025-04-01 03:06:00,19.15,287.25
827,ST001,V184,2025-04-02 02:51:00,2025-04-02 04:05:00,11.18,167.7
828,ST001,V160,2025-04-05 19:51:00,2025-04-05 21:14:00,13.47,202.05
829,ST004,V191,2025-04-08 11:16:00,2025-04-08 12:37:00,20.54,308.1
830,ST003,V009,2025-04-05 10:49:00,2025-04-05 11:56:00,14.64,219.6
831,ST005,V017,2025-04-05 18:47:00,2025-04-05 19:50:00,18.06,270.9
832,ST003,V069,2025-04-06 11:50:00,2025-04-06 13:49:00,22.11,331.65
833,ST002,V137,2025-04-05 08:42:00,2025-04-05 09:48:00,13.76,206.4
834,ST001,V154,2025-04-01 14:06:00,2025-04-01 15:30:00,17.09,256.35
835,ST005,V145,2025-04-02 19:17:00,2025-04-02 21:14:00,21.66,324.9
836,ST002,V060,2025-04-04 21:25:00,2025-04-04 22:59:00,11.36,170.4
837,ST005,V149,2025-04-04 00:01:00,2025-04-04 01:42:00,18.37,275.55
838,ST005,V148,2025-04-09 06:00:00,2025-04-09 07:01:00,16.48,247.2
839,ST001,V140,2025-04-01 19:38:00,2025-04-01 20:18:00,13.83,207.45
840,ST004,V060,2025-04-03 00:13:00,2025-04-03 01:43:00,14.06,210.9
841,ST001,V089,2025-04-03 22:55:00,2025-04-03 23:47:00,11.73,175.95
842,ST002,V053,2025-04-10 21:29:00,2025-04-10 23:28:00,10.92,163.8
843,ST003,V058,2025-04-02 11:20:00,2025-04-02 12:53:00,21.59,323.85
844,ST005,V017,2025-04-04 22:48:00,2025-04-04 23:20:00,15.6,234.0
845,ST002,V052,2025-04-04 06:30:00,2025-04-04 07:31:00,15.96,239.4
846,ST005,V056,2025-04-05 03:28:00,2025-04-05 04:04:00,14.48,217.2
847,ST003,V117,2025-04-04 13:40:00,2025-04-04 15:38:00,19.78,296.7
848,ST002,V195,2025-04-07 18:57:00,2025-04-07 19:48:00,11.14,167.1
849,ST005,V036,2025-04-04 13:07:00,2025-04-04 14:19:00,18.7,280.5
850,ST002,V124,2025-04-05 05:33:00,2025-04-05 06:25:00,18.65,279.75
851,ST005,V045,2025-04-08 17:56:00,2025-04-08 19:15:00,22.54,338.1
852,ST003,V153,2025-04-06 21:36:00,2025-04-06 22:16:00,18.04,270.6
853,ST001,V138,2025-04-08 01:26:00,2025-04-08 02:17:00,23.37,350.55
854,ST002,V040,2025-04-05 21:11:00,2025-04-05 22:56:00,11.69,175.35
855,ST001,V179,2025-04-07 17:52:00,2025-04-07 18:46:00,17.95,269.25
856,ST005,V107,2025-04-07 12:37:00,2025-04-07 13:16:00,20.99,314.85
857,ST005,V174,2025-04-01 08:23:00,2025-04-01 10:04:00,24.88,373.2
858,ST004,V185,2025-04-09 12:55:00,2025-04-09 14:30:00,12.77,191.55
859,ST001,V128,2025-04-01 10:17:00,2025-04-01 11:23:00,22.23,333.45
860,ST004,V096,2025-04-02 17:40:00,2025-04-02 18:29:00,16.5,247.5
861,ST004,V138,2025-04-07 06:26:00,2025-04-07 07:46:00,11.08,166.2
862,ST001,V042,2025-04-09 06:30:00,2025-04-09 07:51:00,10.53,157.95
863,ST004,V052,2025-04-10 03:47:00,2025-04-10 04:19:00,16.99,254.85
864,ST002,V114,2025-04-07 20:43:00,2025-04-07 21:50:00,20.81,312.15
865,ST005,V147,2025-04-02 04:53:00,2025-04-02 05:45:00,12.03,180.45
866,ST001,V081,2025-04-08 18:03:00,2025-04-08 19:59:00,16.63,249.45
867,ST003,V195,2025-04-03 03:50:00,2025-04-03 04:41:00,13.81,207.15
868,ST001,V190,2025-04-09 07:30:00,2025-04-09 08:30:00,15.07,226.05
869,ST002,V102,2025-04-09 09:52:00,2025-04-09 11:27:00,21.67,325.05
870,ST001,V164,2025-04-07 01:17:00,2025-04-07 03:04:00,16.93,253.95
871,ST003,V178,2025-04-06 06:08:00,2025-04-06 07:25:00,10.02,150.3
872,ST003,V024,2025-04-10 05:26:00,2025-04-10 07:22:00,23.96,359.4
873,ST002,V161,2025-04-01 01:16:00,2025-04-01 03:09:00,15.45,231.75
874,ST005,V076,2025-04-06 13:57:00,2025-04-06 15:24:00,20.19,302.85
875,ST002,V169,2025-04-03 08:05:00,2025-04-03 10:00:00,19.81,297.15
876,ST002,V088,2025-04-05 00:35:00,2025-04-05 01:11:00,16.94,254.1
877,ST003,V026,2025-04-09 23:18:00,2025-04-10 01:01:00,14.84,222.6
878,ST001,V187,2025-04-05 20:08:00,2025-04-05 21:06:00,12.49,187.35
879,ST002,V196,2025-04-02 08:18:00,2025-04-02 09:53:00,22.89,343.35
880,ST002,V191,2025-04-04 07:48:00,2025-04-04 08:20:00,23.75,356.25
881,ST004,V175,2025-04-02 06:52:00,2025-04-02 07:52:00,22.0,330.0
882,ST005,V108,2025-04-07 10:46:00,2025-04-07 12:24:00,10.94,164.1
883,ST001,V027,2025-04-08 05:07:00,2025-04-08 06:03:00,16.65,249.75
884,ST001,V008,2025-04-05 00:10:00,2025-04-05 01:57:00,18.86,282.9
885,ST001,V191,2025-04-02 05:17:00,2025-04-02 06:47:00,10.48,157.2
886,ST005,V133,2025-04-03 15:56:00,2025-04-03 17:05:00,22.01,330.15
887,ST004,V172,2025-04-04 02:44:00,2025-04-04 04:10:00,24.92,373.8
888,ST005,V092,2025-04-05 22:12:00,2025-04-05 22:50:00,12.05,180.75
889,ST004,V081,2025-04-07 11:46:00,2025-04-07 12:24:00,22.07,331.05
890,ST002,V092,2025-04-04 14:50:00,2025-04-04 16:35:00,10.38,155.7
891,ST001,V007,2025-04-03 14:26:00,2025-04-03 15:56:00,19.19,287.85
892,ST004,V070,2025-04-01 16:45:00,2025-04-01 17:31:00,24.66,369.9
893,ST004,V090,2025-04-04 06:19:00,2025-04-04 07:18:00,15.43,231.45
894,ST003,V133,2025-04-09 08:48:00,2025-04-09 10:10:00,19.4,291.0
895,ST005,V143,2025-04-08 05:19:00,2025-04-08 06:02:00,13.93,208.95
896,ST002,V036,2025-04-05 04:13:00,2025-04-05 05:03:00,23.85,357.75
897,ST003,V048,2025-04-01 20:51:00,2025-04-01 21:32:00,18.34,275.1
898,ST003,V176,2025-04-06 20:15:00,2025-04-06 21:30:00,14.66,219.9
899,ST003,V006,2025-04-05 19:17:00,2025-04-05 19:58:00,17.06,255.9
900,ST005,V072,2025-04-06 07:45:00,2025-04-06 08:53:00,23.2,348.0
901,ST003,V176,2025-04-01 18:12:00,2025-04-01 19:47:00,22.07,331.05
902,ST004,V062,2025-04-05 10:52:00,2025-04-05 11:31:00,13.3,199.5
903,ST004,V107,2025-04-07 21:44:00,2025-04-07 22:40:00,18.43,276.45
904,ST003,V049,2025-04-08 17:37:00,2025-04-08 18:59:00,17.87,268.05
905,ST002,V098,2025-04-02 16:18:00,2025-04-02 17:57:00,11.53,172.95
906,ST003,V128,2025-04-06 04:40:00,2025-04-06 05:44:00,15.65,234.75
907,ST002,V051,2025-04-10 05:09:00,2025-04-10 05:39:00,18.35,275.25
908,ST005,V017,2025-04-05 23:35:00,2025-04-06 01:03:00,12.68,190.2
909,ST005,V071,2025-04-03 07:44:00,2025-04-03 09:12:00,13.51,202.65
910,ST004,V048,2025-04-06 15:18:00,2025-04-06 16:17:00,19.93,298.95
911,ST001,V043,2025-04-02 11:45:00,2025-04-02 13:15:00,15.61,234.15
912,ST004,V043,2025-04-03 23:23:00,2025-04-04 01:07:00,16.41,246.15
913,ST005,V199,2025-04-10 04:08:00,2025-04-10 06:03:00,15.64,234.6
914,ST002,V195,2025-04-05 03:44:00,2025-04-05 04:31:00,23.32,349.8
915,ST002,V189,2025-04-01 16:28:00,2025-04-01 17:30:00,10.48,157.2
916,ST004,V116,2025-04-06 16:45:00,2025-04-06 18:36:00,14.51,217.65
917,ST004,V006,2025-04-02 08:22:00,2025-04-02 09:59:00,21.2,318.0
918,ST004,V139,2025-04-06 20:54:00,2025-04-06 21:52:00,21.8,327.0
919,ST005,V112,2025-04-01 13:09:00,2025-04-01 15:01:00,19.2,288.0
920,ST002,V056,2025-04-07 02:30:00,2025-04-07 04:26:00,21.68,325.2
921,ST005,V055,2025-04-01 14:02:00,2025-04-01 14:48:00,15.48,232.2
922,ST003,V154,2025-04-02 22:53:00,2025-04-02 23:41:00,22.43,336.45
923,ST005,V076,2025-04-01 10:23:00,2025-04-01 11:49:00,24.95,374.25
924,ST001,V016,2025-04-03 21:07:00,2025-04-03 21:48:00,24.6,369.0
925,ST005,V082,2025-04-10 06:41:00,2025-04-10 07:37:00,11.94,179.1
926,ST003,V110,2025-04-05 14:23:00,2025-04-05 16:13:00,20.4,306.0
927,ST001,V031,2025-04-03 16:37:00,2025-04-03 18:33:00,16.45,246.75
928,ST002,V061,2025-04-07 22:39:00,2025-04-07 23:52:00,24.06,360.9
929,ST003,V074,2025-04-06 14:31:00,2025-04-06 15:14:00,21.61,324.15
930,ST002,V103,2025-04-08 18:43:00,2025-04-08 20:14:00,22.83,342.45
931,ST002,V087,2025-04-07 09:42:00,2025-04-07 11:32:00,22.4,336.0
932,ST005,V024,2025-04-08 21:51:00,2025-04-08 22:42:00,11.53,172.95
933,ST005,V006,2025-04-04 12:48:00,2025-04-04 14:18:00,13.42,201.3
934,ST004,V102,2025-04-10 23:54:00,2025-04-11 00:26:00,22.9,343.5
935,ST004,V012,2025-04-02 14:04:00,2025-04-02 15:32:00,22.98,344.7
936,ST002,V163,2025-04-01 11:13:00,2025-04-01 12:31:00,19.13,286.95
937,ST003,V114,2025-04-07 18:43:00,2025-04-07 20:09:00,23.82,357.3
938,ST004,V071,2025-04-03 19:26:00,2025-04-03 20:45:00,21.02,315.3
939,ST003,V164,2025-04-07 00:10:00,2025-04-07 01:34:00,12.56,188.4
940,ST002,V136,2025-04-09 22:10:00,2025-04-09 22:55:00,15.07,226.05
941,ST003,V033,2025-04-09 01:02:00,2025-04-09 02:52:00,16.41,246.15
942,ST005,V079,2025-04-01 05:42:00,2025-04-01 06:37:00,24.39,365.85
943,ST003,V122,2025-04-05 14:50:00,2025-04-05 16:02:00,10.88,163.2
944,ST001,V048,2025-04-10 22:48:00,2025-04-11 00:09:00,14.66,219.9
945,ST003,V046,2025-04-05 07:07:00,2025-04-05 08:27:00,12.72,190.8
946,ST003,V049,2025-04-08 01:03:00,2025-04-08 02:22:00,22.45,336.75
947,ST003,V059,2025-04-09 17:38:00,2025-04-09 18:39:00,10.05,150.75
948,ST001,V160,2025-04-08 02:25:00,2025-04-08 03:38:00,21.87,328.05
949,ST005,V121,2025-04-04 02:51:00,2025-04-04 03:30:00,21.31,319.65
950,ST001,V159,2025-04-07 16:04:00,2025-04-07 16:48:00,17.66,264.9
951,ST003,V190,2025-04-10 00:55:00,2025-04-10 01:45:00,21.11,316.65
952,ST004,V134,2025-04-08 14:44:00,2025-04-08 15:35:00,12.39,185.85
953,ST001,V089,2025-04-04 14:49:00,2025-04-04 15:54:00,11.65,174.75
954,ST003,V117,2025-04-07 03:13:00,2025-04-07 04:59:00,19.92,298.8
955,ST005,V195,2025-04-03 02:30:00,2025-04-03 04:26:00,10.87,163.05
956,ST001,V017,2025-04-01 10:13:00,2025-04-01 10:52:00,12.32,184.8
957,ST004,V030,2025-04-08 08:37:00,2025-04-08 10:07:00,23.54,353.1
958,ST001,V165,2025-04-07 14:18:00,2025-04-07 15:31:00,12.08,181.2
959,ST004,V134,2025-04-07 17:04:00,2025-04-07 18:55:00,24.07,361.05
960,ST001,V020,2025-04-09 01:15:00,2025-04-09 03:14:00,23.76,356.4
961,ST005,V147,2025-04-09 05:47:00,2025-04-09 06:55:00,10.45,156.75
962,ST003,V040,2025-04-07 00:53:00,2025-04-07 01:31:00,11.71,175.65
963,ST002,V003,2025-04-01 23:24:00,2025-04-02 01:12:00,11.02,165.3
964,ST002,V018,2025-04-08 10:37:00,2025-04-08 12:29:00,16.83,252.45
965,ST002,V069,2025-04-04 00:44:00,2025-04-04 01:31:00,23.18,347.7
966,ST004,V087,2025-04-07 15:28:00,2025-04-07 16:12:00,10.65,159.75
967,ST004,V012,2025-04-06 04:57:00,2025-04-06 05:35:00,15.09,226.35
968,ST002,V081,2025-04-01 09:45:00,2025-04-01 11:30:00,19.37,290.55
969,ST001,V189,2025-04-04 21:25:00,2025-04-04 22:08:00,16.85,252.75
970,ST004,V183,2025-04-08 01:36:00,2025-04-08 02:42:00,10.05,150.75
971,ST005,V162,2025-04-10 18:31:00,2025-04-10 19:32:00,13.65,204.75
972,ST001,V014,2025-04-10 14:01:00,2025-04-10 14:45:00,13.79,206.85
